article_id,true_label,selection_position,variant,variant_description,title,variant_content,word_count,probability_real,probability_fake,binary_prediction,decision,full_probability_fake,full_binary_prediction,full_decision,delta_probability_fake_from_full,binary_changed_from_full,decision_changed_from_full,prediction_correct
fake_1932,fake,low_probability_fake,short_46_words,Versioni rreth 46 fjalë,Flet mjekja shqiptare në Kanada: Si të trajtoni virusin në kushtet e shtëpisë,"Në një intervistë dhënë për gazetën, doktoresha e vë theksin në masat parandaluese, siç janë distancimi social, mbajtja e maskave dhe larja e shpeshtë e duarve. “Është shumë më e thjeshtë ta parandalosh",46,0.1073,0.8927,fake,likely_fake,0.0001,real,likely_real,0.8926,True,True,True
fake_1932,fake,low_probability_fake,title_only,Vetëm titulli,Flet mjekja shqiptare në Kanada: Si të trajtoni virusin në kushtet e shtëpisë,,13,0.0761,0.9239,fake,likely_fake,0.0001,real,likely_real,0.9238,True,True,True
fake_33,fake,mid_high_probability_fake,full,Teksti i plotë,Njihuni Me Shqiptarën E Parë Që U Bë Milionere Me Bitcoin (FOTO),"Një shqiptare duket se u bë milionere me investimet e saj në kriptovaluta.Kështu, të paktën, bëhet e ditur me anë të një postimi në Facebook nga Valbona Pacolli.“Urime princesha ime, jam shumë krenare që e arrite sot këtë sukses.Përveç babit, tani na u bëre edhe ti milionere”, shkruan në një profil në Facebook me emrin Valbona Pacolli, në një postim publik.Në këtë rast, Valbona i referohet një vajze me emrin Linda Pacolli.Madje, në një koment, Valbona jep detaje për investimet e vajzës.“Ne keto caste po me kujtohet kur ka investuar Linda ne vitin 2013, 1 BTC 11€ ka qene (sot eshte aty pran 8000€) dhe une edhe pse si nje intelektuale, prap nuk kisha degjuar per valutat virtuale ne ate kohe asgje dhe kur me tregoj vajza qe te gjitha parat e dhuruara gjate vitit te ri i ka investuar se bashku me babin e saj ne BTC, shume jam ankuar por sot kam ndryshuar mendim dhe i kerkoj falje vajzes time publikishte sepse eshte treguar me e zgjuar se une ne kete rast prandaj krenohem me princeshen time”, shkruan ajo në koment.Në fotografinë e publikuar shihet teksa vlera e kriptovalutave që posedon ajo ka kaluar 1 milionë dollarë.",213,0.2894,0.7106,fake,likely_fake,0.7106,fake,likely_fake,0.0,False,False,True
fake_33,fake,mid_high_probability_fake,title_plus_first_paragraph_proxy,Titull + 120 fjalët e para,Njihuni Me Shqiptarën E Parë Që U Bë Milionere Me Bitcoin (FOTO),"Një shqiptare duket se u bë milionere me investimet e saj në kriptovaluta.Kështu, të paktën, bëhet e ditur me anë të një postimi në Facebook nga Valbona Pacolli.“Urime princesha ime, jam shumë krenare që e arrite sot këtë sukses.Përveç babit, tani na u bëre edhe ti milionere”, shkruan në një profil në Facebook me emrin Valbona Pacolli, në një postim publik.Në këtë rast, Valbona i referohet një vajze me emrin Linda Pacolli.Madje, në një koment, Valbona jep detaje për investimet e vajzës.“Ne keto caste po me kujtohet kur ka investuar Linda ne vitin 2013, 1 BTC 11€ ka qene (sot eshte aty pran 8000€) dhe une",120,0.2738,0.7262,fake,likely_fake,0.7106,fake,likely_fake,0.0156,False,False,True
fake_33,fake,mid_high_probability_fake,short_46_words,Versioni rreth 46 fjalë,Njihuni Me Shqiptarën E Parë Që U Bë Milionere Me Bitcoin (FOTO),"Një shqiptare duket se u bë milionere me investimet e saj në kriptovaluta.Kështu, të paktën, bëhet e ditur me anë të një postimi në Facebook nga Valbona Pacolli.“Urime princesha ime, jam shumë",46,0.1351,0.8649,fake,likely_fake,0.7106,fake,likely_fake,0.1543,False,False,True
fake_33,fake,mid_high_probability_fake,title_only,Vetëm titulli,Njihuni Me Shqiptarën E Parë Që U Bë Milionere Me Bitcoin (FOTO),,12,0.0068,0.9932,fake,likely_fake,0.7106,fake,likely_fake,0.2826,False,False,True
true_176,real,mid_high_probability_fake,full,Teksti i plotë,"Ministri Reçica viziton OVL-në, të lejohet përfitimi i pensioneve","Ministri i Punës dhe Mirëqenies, Skender Reçica, sot ka vizituar Organizatën e Veteranëve të Luftës së UÇK-së.Reçica është takuar me kryetarin e organizatës, Hysni Gucati, ku kanë diskutuar për gjendjen e veteranëve në këtë situatë pandemike, shkruan “Bota Sot”.Ministri dhe Gucati kanë biseduar edhe për nisma të ndryshme, për mundësinë që të gjithë veteranët të punojnë në sektore private, si dhe lejimin e përfitimit të pensioneve meritore për familjes e dëshmorve dhe invalidëve të luftës.Postimi i plotë:Si çdo herë, edhe sot u ndjeva krenar gjatë vizitës që i bëra Organizatës së Veteranëve të Luftës së Ushtrisë Çlirimtare të Kosovës. Bashkë me kryetarin e kësaj organizate të respektuar, z. Hysni Gucati diskutuam për gjendjen e veteranëve në ketë situatë të vështirë pandemike dhe tema tjera me interes të përbashkët.Kryetarin Gucati e njoftova dhe mora mbështetjen e plotë të tij për nismat tona lidhur me ndryshimet e nevojshme ligjore që ua mundëson të gjithë veteranëve të luftës së UÇK-së të drejtën për të punuar ne sektorin privat, si dhe për lejimin e përfitimit edhe të pensioneve meritor për familjet e dëshmorëve dhe invalidët e luftës.Me kryetarin Gucati u dakorduam dhe u dhashë mbështetje që të gjitha hallet dhe kërkesat e tyre do realizohen konform mundësive tona buxhetore dhe legjislacionit në fuqi.",224,0.9256,0.0744,real,likely_real,0.0744,real,likely_real,0.0,False,False,True
true_176,real,mid_high_probability_fake,title_plus_first_paragraph_proxy,Titull + 120 fjalët e para,"Ministri Reçica viziton OVL-në, të lejohet përfitimi i pensioneve","Ministri i Punës dhe Mirëqenies, Skender Reçica, sot ka vizituar Organizatën e Veteranëve të Luftës së UÇK-së.Reçica është takuar me kryetarin e organizatës, Hysni Gucati, ku kanë diskutuar për gjendjen e veteranëve në këtë situatë pandemike, shkruan “Bota Sot”.Ministri dhe Gucati kanë biseduar edhe për nisma të ndryshme, për mundësinë që të gjithë veteranët të punojnë në sektore private, si dhe lejimin e përfitimit të pensioneve meritore për familjes e dëshmorve dhe invalidëve të luftës.Postimi i plotë:Si çdo herë, edhe sot u ndjeva krenar gjatë vizitës që i bëra Organizatës së Veteranëve të Luftës së Ushtrisë Çlirimtare të Kosovës. Bashkë me kryetarin e kësaj organizate të respektuar,",120,0.8212,0.1788,real,likely_real,0.0744,real,likely_real,0.1044,False,False,True
true_176,real,mid_high_probability_fake,short_46_words,Versioni rreth 46 fjalë,"Ministri Reçica viziton OVL-në, të lejohet përfitimi i pensioneve","Ministri i Punës dhe Mirëqenies, Skender Reçica, sot ka vizituar Organizatën e Veteranëve të Luftës së UÇK-së.Reçica është takuar me kryetarin e organizatës, Hysni Gucati, ku kanë diskutuar për gjendjen e veteranëve në këtë situatë pandemike,",46,0.3078,0.6922,fake,uncertain,0.0744,real,likely_real,0.6178,True,True,False
true_176,real,mid_high_probability_fake,title_only,Vetëm titulli,"Ministri Reçica viziton OVL-në, të lejohet përfitimi i pensioneve",,9,0.1004,0.8996,fake,likely_fake,0.0744,real,likely_real,0.8252,True,True,False
true_1906,real,mid_low_probability_fake,full,Teksti i plotë,"Fansi e quajti lojtar ‘shumë të mbivlerësuar’, Toni Kross i përgjigjet në mënyrë epike","Mesfushori i Real Madridit, Toni Kroos i është përgjigjur një tifozi në Twitter i cili e ka quajtur “shumë të mbivlerësuar”.Kroos, i cili është i mirënjohur për trofetë e tij të shumtë të fituar gjatë gjithë viteve, shihet si një nga mesfushorët më të mirë të një brezi.Duke fituar një Kupë të Botës, katër tituj të Ligës së Kampionëve, La Ligan dhe Bundesligën, Kroos ka fituar çdo trofe që mund të fitohet nga një lojtar, përveç një Kampionati Evropian.Sidoqoftë, edhe pse numrat e tij janë të jashtëzakonshëm për pasime dhe asistime për një mesfushor defensiv, disa tifozë mendojnë se gjermani është i mbivlerësuar.Mesfushori u cilësua si mbivlerësuar nga një tifoz në Twtter, duke iu përgjigjur faqes së Real Madridit në Tëitter, ku Kroos u quajt një ‘maestro i mesfushës’ pranë shokëve të tij të skuadrës, Luka Modric dhe Casemiro.Edhe pse disa lojtarë mund të marrin kritikët afër zemre, Kroos në vend të kësaj bëri shaka për këtë në përgjigjen e tij, duke rënë dakord me tifozin se ai ishte i mbivlerësuar, por se kjo nuk duhet t’i thuhet askujt.“Po, por mos ia thuaj askujt”, ishte përgjigja epike e Kroosit ndaj tifozët që e cilësoi si të mbivlerësuar.Ndryshe, mesfushori i Los Blancos ka 26 tituj në emrin e tij duke përfshirë dy tituj të La Ligës, tre tituj të Bundesligës dhe pesë tituj të Kupës së Botës për Klube.Kroos ka përfunduar me sukses 2,184 nga 2,336 pasimet e tij, duke i dhënë një saktësi prej 93,49 për qind, që është përpara 91,75 për qind të Gerard Pique dhe 89.66 për qind të Sergio Busquets. /Telegrafi/",281,0.9793,0.0207,real,likely_real,0.0207,real,likely_real,0.0,False,False,True
true_1906,real,mid_low_probability_fake,title_plus_first_paragraph_proxy,Titull + 120 fjalët e para,"Fansi e quajti lojtar ‘shumë të mbivlerësuar’, Toni Kross i përgjigjet në mënyrë epike","Mesfushori i Real Madridit, Toni Kroos i është përgjigjur një tifozi në Twitter i cili e ka quajtur “shumë të mbivlerësuar”.Kroos, i cili është i mirënjohur për trofetë e tij të shumtë të fituar gjatë gjithë viteve, shihet si një nga mesfushorët më të mirë të një brezi.Duke fituar një Kupë të Botës, katër tituj të Ligës së Kampionëve, La Ligan dhe Bundesligën, Kroos ka fituar çdo trofe që mund të fitohet nga një lojtar, përveç një Kampionati Evropian.Sidoqoftë, edhe pse numrat e tij janë të jashtëzakonshëm për pasime dhe asistime për një mesfushor defensiv, disa tifozë mendojnë se gjermani është i mbivlerësuar.Mesfushori",121,0.8751,0.1249,real,likely_real,0.0207,real,likely_real,0.1042,False,False,True
true_1906,real,mid_low_probability_fake,short_46_words,Versioni rreth 46 fjalë,"Fansi e quajti lojtar ‘shumë të mbivlerësuar’, Toni Kross i përgjigjet në mënyrë epike","Mesfushori i Real Madridit, Toni Kroos i është përgjigjur një tifozi në Twitter i cili e ka quajtur “shumë të mbivlerësuar”.Kroos, i cili është i mirënjohur për trofetë e tij të",46,0.2769,0.7231,fake,likely_fake,0.0207,real,likely_real,0.7024,True,True,False
true_1906,real,mid_low_probability_fake,title_only,Vetëm titulli,"Fansi e quajti lojtar ‘shumë të mbivlerësuar’, Toni Kross i përgjigjet në mënyrë epike",,14,0.0897,0.9103,fake,likely_fake,0.0207,real,likely_real,0.8896,True,True,False
true_248,real,high_probability_fake,full,Teksti i plotë,"Cubat e maleve, s'ka kush i bën bashkë?!","Sepse,Asnjeri prej tyre nuk ka kultur te ndërgjegjeshme demokratike.Thjeshtë nuk din dhe nuk e kuptojnë demokracin.Ata nuk mendojnë për demokracin,sjelljet e tyre nëdemokraci.Ata sjelljet dhe egot e tyre i qesin para vlerave demokratike përendimore.Sepse,Shumica nuk i kuptojn proceset demokratike zhvillimore ne vend.Ne rend te parë ata i kanë interesat e tyre personale fitimpruese,nuk hyjnë ne raporte me njeri tjetrin në çfardo pune çoftë e thjeshtë apo nacionale,pa e llogaritë interesin e tyre personal-fitimin.Këta,edhe kur levizin kot nëpër kancelarit e tyre veç mendojnë se si te pasurohën e jo se si ta shpiejn vendin përpara.Sepse,Sipas sjelljeve sikur te cubave me këta lider jemi këtu ku jemi i krmi punet kështu siç i kemi , llugë e bërllog në te gjitha anët,jemi askushi si shtet,nuk dijnë bë ba shtetë.Bile shumë shtetet na përqeshin se si nuk dijmë te bëjmë shtet.Lideret tanë ne pikë te dites dhe nates bëjnë grusht shtet ne shtetin e tyre i rrexojnë qeverit qe i ka zgjedhë populli për te mos i lenë të funksiuonuar ne emer te popullit duke sjellë qeveri minoritare qe nuk përfaqesojnë askend.Sepse,Te gjithë lidëret tanë janë te korruprtuar,te zhytur ne krimin ekonomik dhe politik.Nuk kanë kurrfarë morali e as educate për ndërtim shtet.Ata aq janë të korruptuar sa qe ia mshelin gojën njeri tjetrit se ti je i korruptuar,se ti je hajnë,se ti je plaqkitesh i pasurisë së popullit.Sepse,Lideret tanë nuk i bashkon interesi i popullit,nuk i bashkon interesi nacional kombëtare,ata i bashkon vetem krimi,korrupcioni,pirateria,hajdukllaku,sepse këto i kanë mbi interesat e kombit,mbi interesat e shtetit,janë secili ne vehte kalorses te vetmuar duke e shiluar shtetin secili sipas qejfit te tyre.Sepse,Këta lideret tanë shkojnë aq larg duke e cenuar edhe sovranitetin dhe integritetin teritorial te Kosovës.E bënë këtë me Maqedonin,e bënë këtë me Malin e Zi ku ia dhanë dhuratë Malit te Zi përkrenarën e Kosovës Çakorrin qe kurr malazezet historikisht nuk mund e morën as më luftra sepse i kishin si digë përpara kreshniket e Rugoves në mbrojtje.Nuk u bënë bashk asnjë herë,bile edhe atehere kur ndonjëri prej tyre veç i kishte shti tuxharet për ndarjën e tokave shqiptare me ata qe deshtën ta zhbijnë nga faqeja e dheut komin,e tashi deshten ti shpërblejn kriminelet për krimet dhe gjenocidin e bërë në Kosovë.Sepse,Këta lideret tanë kurr s'po muj bëhën bashku për shkak te egos se tyre te prishëtë,për shkak te bajraktarizmit primitiv qe secili donë me dalë dhe nejtë i pari bash si në mesjetë bajraktar fisesh.Secili nga këta nuk bëhën bashk sepse shpirterishte jan te prishtë,maksimalisht te paedukatë dhe të pakulturuar duke share publikishte fjalë te pista,janë te pa shkollë por qe shumë prej tyre i blenë do shkolla pas luftes,e kur i pa shkolli i fiton milionat e grabitur,te vjedhur, ai siç thotë populli nuk e njefë as babën e vetë e le më shtetin e vetë.Sepse,Liderët tanë kurr nuk bëhën bashk,ata erdhën akcidentalisht si cubat nga malet ne skenën politike,erdhën me force,e jo me dije e mençuri,dhe po sillën kështu siç po sillën ne skenën e mbrendshme por edhe te ate te jashtme politike.Pra,me fjalë tjera këta lider e bënë prrallë për pesë pare në botë,dhe mu për shkak te këtyre bota veç ka nisë te na harrojë,te mos na përfillë.Këta liderët tanë me mentalitet te shpellave populli duhet qe sa më pare ti flake jashtë,sepse me ta Kosova nuk ka te ardhmë te ndritur.",624,0.2492,0.7508,fake,likely_fake,0.7508,fake,likely_fake,0.0,False,False,False
true_248,real,high_probability_fake,title_plus_first_paragraph_proxy,Titull + 120 fjalët e para,"Cubat e maleve, s'ka kush i bën bashkë?!","Sepse,Asnjeri prej tyre nuk ka kultur te ndërgjegjeshme demokratike.Thjeshtë nuk din dhe nuk e kuptojnë demokracin.Ata nuk mendojnë për demokracin,sjelljet e tyre nëdemokraci.Ata sjelljet dhe egot e tyre i qesin para vlerave demokratike përendimore.Sepse,Shumica nuk i kuptojn proceset demokratike zhvillimore ne vend.Ne rend te parë ata i kanë interesat e tyre personale fitimpruese,nuk hyjnë ne raporte me njeri tjetrin në çfardo pune çoftë e thjeshtë apo nacionale,pa e llogaritë interesin e tyre personal-fitimin.Këta,edhe kur levizin kot nëpër kancelarit e tyre veç mendojnë se si te pasurohën e jo se si ta shpiejn vendin përpara.Sepse,Sipas sjelljeve sikur te cubave",120,0.1379,0.8621,fake,likely_fake,0.7508,fake,likely_fake,0.1113,False,False,False
true_248,real,high_probability_fake,short_46_words,Versioni rreth 46 fjalë,"Cubat e maleve, s'ka kush i bën bashkë?!","Sepse,Asnjeri prej tyre nuk ka kultur te ndërgjegjeshme demokratike.Thjeshtë nuk din dhe nuk e kuptojnë demokracin.Ata nuk mendojnë për demokracin,sjelljet e tyre nëdemokraci.Ata sjelljet dhe egot e tyre i qesin para vlerave demokratike",46,0.1113,0.8887,fake,likely_fake,0.7508,fake,likely_fake,0.1379,False,False,False
true_248,real,high_probability_fake,title_only,Vetëm titulli,"Cubat e maleve, s'ka kush i bën bashkë?!",,8,0.0442,0.9558,fake,likely_fake,0.7508,fake,likely_fake,0.205,False,False,False
true_783,real,low_probability_fake,full,Teksti i plotë,"“Nëntori i dytë”, ja pse u hoq pjesa kur Isa Boletini luftonte me serbët","Eriona Vyshka, specialiste në Arkivin Qendror të Filmit tregon mbi kërkimet për të gjetur pjesën e censuruar nga filmi “Nëntori i dytë” të cilën regjisori Viktor Gjika e përmend në kujtimet e tijNë fillim të viteve 80-të regjisorit Viktor Gjika, në prag të jubileut të 70-të të Pavarësisë së vendit, do ti linte idea për të realizuar një prodhim kinematografik mbi ngjarjen më të rëndësishme për shqiptarët.Regjisor i suksesshëm në ato vite, emri i të cilit mbante firmën e filmave si “I teti në bronz”, ”Gjeneral gramafoni”, “Në çdo stinë”, “Njeriu me top”, etj, Gjika kërkonte një tjetër sfidë në karrierën e tij si artist.Atë, të ekranizimit të udhëtimit të Ismail Qemalit drejt Vlorës, për të shpallur më 28 nëntor 1912-tën pavarësinë e Shqipërisë.Në kujtimet e lëna pas, regjisori tregon për këtë moment:“Deri në ato vite angazhimi në një vepër të tillë ishte i paprecedentë nga ana e kinematografisë shqiptare.Deri atëherë nuk ishte realizuar asgjë në këtë temë, nuk ishte shkruar asnjë dramë, roman apo tregim, as në lëmin e arteve figurative, nuk kishte ndonjë portret apo tablo e aq më tepër në fushën e muzikës së kultivuar.Për ccudi edhe në historiografinë shqiptare nuk kishte shumë materiale, studime e botime.Në duart e mia kisha vetëm librushkën “Ismail Qemali”, të shkruar nga Skënder Luarasi, një shirit me këngë popullore e shumë pak fotografi.Si i thonë fjalës i “hyra detit në këmbë”, shkruan Gjika në kujtime.Teksa flet për vështirësitë e këtij realizimi, kastën e aktorëve më të cilët punoj, ku veçon Sandër Prosin në rolin e Isa Boletinit, regjisori flet për herë të parë për ekzistencën e një pjese të censuruar të filmit.“E vetmja vështirësi që nuk u kapërcye dot ishte vendimi i Komisionit të Kontrollit Paraprak për të hequr nga filmi episodin “Beteja tek ura me tre harqe”, në të cilën Isa Boletini detyrohet të ndeshet me ushtarët serbë, që të hapë rrugën për të qenë prezent në momentin e Shpalljes së Pavarësisë.Ishte pikërisht kjo betejë që e çoi Isën në Vlorë dy ditë me vonesë.Episodi ishte mjaft dramatik. Peisazhi i ashpër malor, ura antike, lumi plot ujëra të turbullta, përleshja trup më trup aty mbi urë dhe kapja rob e ndëshkimi i oficerit serb Mitrovcç, masakruesi i kosovarëve në fillim të filmit, e bënin atë episod sipas kolegëve të mi që arritën ta shohin filmin e pacensuruar, një nga më të bukurit të xhiruar prej meje në kinematografi.Po nuk qe e thënë! U ngul këmbë që episodi të hiqej, ndryshe filmi nuk do të shfaqej”, shkruan Gjika në kujtime.Ai shkruan se heqja e këtij episodi pas censurimeve që kishte pasur në filma si “Gjeneral gramafoni” dhe “Yjet e netëve të gjata” si “Plaga e tretë e Gjergj Elez Alisë”, plagë që do ti hapej sa herë që shihte filmin.“Më dukej se nuk rezistova sa duhet për ta mbrojtur episodin.Ndoshta kishte ndikuar dhe lodhja e tepërt e akumuluar gjatë krijimit të një filmi të vështirë.Përveç kësaj më dukej sikur kisha treguar vetëm një pjesë të vogël të së vërtetës mbi Ismail Qemalin.E unë kisha kaq shumë për ti thënë shikuesit shqiptar.Jeta e personazhit tim ishte aq e pasur sa nuk mund të hynte në një film, të vetëm artistik.Kjo dhembje më shoqëroi 15 vjet”, shkruan Gjika.Në kuadër të 85-së vjetorit të pavarësisë ai do të realizonte një film të plotë dokumentar mbi Ismail Qemalin, ku do të përfshinte edhe xhirime të realizuara në Stamboll me Sandër Prosin që s’kishte mundur ti përfshinte në film.Pas viteve 90-të pati përpjekje për tu gjetur pjesa e censuruar në filmin “Nëntori i Dytë”,i cili tashmë është dhe i restauruar.Gjika u nda nga jeta në vitin 2009-të, pa mundur ta rishihte edhe njëherë betejën fatale të Isa Boletinit, të cilën e kompozoi aq bukur, teksa kërkonte ti jepte jetë historisë.Eriona Vyshka, specialiste në Arkivin Qendror të Filmit, dhe njohëse e mirë e kinematografisë vjen më poshtë në një bisedë për të treguar mbi kërkimet e bëra për pjesë e munguar tek “Nëntori i dytë”…Eriona, ju jeni marrë me gjetjen e pjesës së humbur nga filmi “Nëntori i dytë”, pjesë të cilën vetë regjisori Viktor Gjika e konfirmon teksa flet për filmin në kujtimet e tij.Ku janë bërë kërkimet, dhe cili ishte fati i tyre?Në vitin 2012, më rastin e 100 vjetorit të Pavarësisë së Shqipërisë, me nismën e Projektit të Kinemasë Shqiptare u bë i mundur restaurimi i filmit “Nëntori i dytë”.Gjatë punës përgatitore të këtij projekti, ne u përpoqëm të vinim në vend të gjitha defektet apo “pengjet”, që kishin autorët në kohën e prodhimit të filmit në vitin 1982, sepse në fund të fundit, ky është edhe qëllimi i një pune restauruese.Një nga gjërat kryesore që duhej ndrequr, ishte ri-përfshirja në film e një episodi të filmit që ishte xhiruar por më pas ishte hequr para se filmi të merrte miratimin përfundimtar nga autoritetet e kohës dhe të dilte në publik.Kërkimet për episodin e humbur nisën me dëshmitë e kohës dhe leximin e ri-leximin e kujtimeve të Viktor Gjikës dhe autorëve të tjerë, bisedave me operatorin Lionel Konomi, kërkimi për të kontaktuar me regjisoren e montaxhit Marika Vila, e cila jeton në SHBA, si dhe kalimin në sitë të kutive të filmave në magazinat e AQSHF-së për të hequr dyshimet për ngatërresa të mundshme, në etiketimet e kutive të filmit.Për fat të keq, metrat e filmit nuk u gjetën dhe mendojmë se për fatin e tyre dy janë mundësitë ose janë asgjësuar, siç ndodhte rëndom në Kinostudio me materialet që dilnin jashtë përdorimit pas përfundimit të procesit të montazhit, ose gjendet nëpër kuti pa etiketa apo me etiketa të gabuara në magazinat e Albafilmit, të cilat këto 20 vitet e fundit e kanë ndryshuar shpeshherë vendndodhjen për t’i bërë vend ndryshimeve strukturore dhe logjistike që kanë ndodhur në zonën e ish-Kinostudios.Çfarë përmbante pjesa e humbur e filmit?Ky ishte episodi i betejës së Isa Boletinit dhe njerëzve të tij me serbët.Ai ishte nisur nga Kosova për të ardhur në Vlorë për shpalljen por nuk e arriti datën 28 pikërisht se u vonua duke luftuar në këtë betejë, e kështu arriti 2 ditë pas shpalljes së Pavarësisë.Edhe në histori kështu ka ndodhur.Por, duke qenë se në atë kohë, në vitin 1982 kur po prodhohej filmi, marrëdhëniet me ish-Jugosllavinë ishin të acaruara, atëherë e hoqën këtë episod nga filmi, që të mos bëhej shkak për përkeqësim të marrëdhënieve, pasi në këtë betejë u bë një kasaphanë e vërtetë me serbët.Në dokumentacionin që kemi në AQSHF, ka mbetur vetëm një foto që dëshmon për këtë episod, një foto e Isa Boletinit (Reshat Arbana) dhe çetës së tij si edhe materialet e shkruara të filmit, skenari letrar dhe ai teknik në të cilin zbërdhehet episodi në fjalë. Sot, të gjitha materialet janë të disponueshme për studiuesit në AQSHF.Pak kohë më parë filmi iu nënshtrua dhe restaurimit. Çfarë i solli kjo ndërhyrje filmit?Qëllimi i një projekti restaurimi është ta kthejë veprën në identitet, duke mbetur sa më pranë origjinalit, por, njëkohësisht, ta bëjë atë të përputhshme me kërkesat aktuale të teknologjisë e, kështu, të ri-jetësojë veprën që të jetë e disponueshme për brezat që do të vijnë.Sigurisht, gjatë një procesi restaurimi lindin shumë probleme etike, sidomos përsa i përket ngjyrave dhe toneve të duhet t’i jepen imazhit, prandaj është gjithmonë mirë që regjisori apo drejtori i fotografisë të jetë i pranishëm në këtë proces, nëse do të ishte e mundur.Specialistët e laboratorit Colorlab në USA, ku u bë restaurimi në vitin 2012 bënë një punë të mrekullueshme me përpunimin dixhital të imazhit dhe ri-sjelljen e një imazhi të pastër, të qartë, të thellë, me ngjyra të gjalla dhe në përputhje me formatet e sotme të teknologjisë me rezolucion të lartë.Për herë të parë në film arrihen të shihen tonet e fytyrave të aktorëve apo stofi i veshjeve të tyre, detajet e peizazheve të natyrës shqiptare dhe krijimi i gjendjes emocionale tek publiku nëpërmjet dritëhijeve, ndriçimit të diellit, muzgut apo motit të vrenjtur, shiut e baltës.Një ndreqje tjetër në variantin e restauruar ishte edhe futja e emrit të një aktori në kreditet në fund të filmit.Amarildo Pregapuca luante rolin e djalit të postës, lajmëtarit që vraponte për të sjellë telegramet dhe njoftimet për delegatët apo udhëtimin e Ismail Qemalit, por emri i tij nuk ishte përfshirë në titrat e filmit për arsye “biografike”.Kjo gjë u ndreq në variantin e ri.Ju e keni njohur regjisorin Viktor Gjika. Si e kujtonte ai “Nëntorin e dytë”?Padyshim “Nëntori i dytë” ishte një nga veprat më të rëndësishme të krijimtarisë së Gjikës dhe fakti që ky film mbetet edhe sot një emblemë dhe ideja e publikut për pavarësinë e Shqipërisë dhe për Ismail Qemalin lidhet nga ana vizive me filmin dhe karakterin e krijuar nga Sandër Prosi, vërteton se Viktor Gjika ka pasur të drejtë ta donte fort këtë film dhe ta përjetonte shumë keq episodin e humbur të Isa Boletinit.Në fondin e Arkivit të Filmit ne ruajmë edhe 2 akte nga kinoprovat e “Nëntorit të dytë”, madje njërin nga këto, Viktor Gjika e ka xhiruar në Stamboll.Aty paraqitet Ismail Qemali duke kaluar përpara Portës së Lartë, për të treguar lobimin që ai bëri në qarqet ndërkombëtare për çështjen e pavarësisë së Shqipërisë.Këto imazhe nuk u përfshinë në film, por Gjika i përdori këto në dokumentarin e fundit që realizoi, “Gjuhë që nuk vdes” me rastin e 50-vjetorit të kinematografisë shqiptare, në vitin 2002.Është e njohur praktika e censurimit të filmave, përpara se të shfaqeshin për publikun.A janë ruajtur këto censurime,a i disponon arkivi pjesët e hequra nga filma të ndryshëm?Para se filmi të miratohej nga komisionet përkatëse dhe të dilte në publik, autoritetet siguroheshin që vepra të ishte korrekte nga ana ideologjike dhe politike.Një masë të tillë e merrnin edhe vetë autorët nëpërmjet një autocensure në procesin e tyre krijues, gjë që duhej bërë se s’bën se përndryshe jo vetëm që vepra e tyre nuk e shihte dritën e kinemasë por rrezikohej edhe jeta e tyre.Disa prej tyre e kamuflonin të vërtetën që donin të rrëfenin nëpërmjet metaforave apo mjeteve të tjera shprehëse artistike.Piro Milkani tregon gjithnjë se si regjisorët prisnin me ankth kthimin e projeksionistit të Kinostudios nga shfaqja e parë në Komitetin Qendror dhe e lexonin miratimin apo rrëzimin e filmit, nga shprehja e fytyrës së projeksionistit, sapo zbriste nga makina e Kinostudios me projektorin portativ në sup.Për fat të keq, pjesët e censuruara asgjësoheshin menjëherë.Ndonjëherë, brenda Kinostudios ekzistonte një censurë edhe më e fortë se ajo që ushtrohej nga Komiteti Qendror.Një masakër e vërtetë ka ndodhur edhe me filmat e huaj… para se të dilnin në kinema për publikun kalonin nëpërmjet gërshërës në montazh, ku “qetheshin” të gjitha skenat të ashtuquajtura “degjeneruese” që nga puthjet apo kontaktet e tjera fizike e deri te skenat e dhunës, sa që ka plot raste kur filmit i ka humbur kuptimi prej mungesës së skenave.Çfarë është bërë për gjetjen e tyre?Para disa vjetësh, regjisori Kristaq Dhamo erdhi në Arkivin e Filmit me pjesë të hequra nga filmi i tij “Brazdat”, pjesë të cilat i kish ruajtur në shtëpi.Mbase kjo ishte mënyra më e mirë për t’i ruajtur pjesët e censuruara, por të paktë janë regjisorët që e bënë këtë.Duke punuar me regjisoren e montazhit të AQSHF-së, Nazmije Gazheli, Dhamo e ri-montoi filmin “Brazdat”, duke i futur sërish pjesët e hequra.Por, fatkeqësisht, ky është rasti i parë dhe i vetëm i gjetjes dhe ri-përdorimit të tyre.",1952,0.9998,0.0002,real,likely_real,0.0002,real,likely_real,0.0,False,False,True
