article_id,pair_id,true_label,true_label_name,predicted_label,prediction,probability_real,probability_fake,predicted_confidence,error_type,title,content_excerpt,word_count,source_markers_found,sensational_words_found,diacritic_ratio,uppercase_ratio,exclamation_count,is_high_confidence_error,is_near_50_error,is_uncertain_35_65,interpretation
true_544,544,0,real,1,fake,0.472134,0.527866,0.527866,false_positive,"Besojeni ose jo, kjo ndërtesë nuk u shemb as me 300 kilogram tritol","Vështirë të besohet, por ja që ndodh!Inxhinierët në Turqi dështuan në rrëmimin e një ndërtese të vjetër.Ata përdorën 300 kilogramë dinamit, por kjo nuk i ndihmoi në realizimin e synimit.Të njëjtën gjë e provuan edhe një herë, por sërish dështuan.Sipas tyre, struktura e fortë dhe materiali i ngjeshur",72,sipas,,0.079518,0.027273,1,False,True,True,"Mund të jetë ngatërruar sepse përdor pikëçuditëse; është relativisht i shkurtër. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
true_585,585,0,real,1,fake,0.471617,0.528383,0.528383,false_positive,"Sejdiu i gatshëm të kandidojë për president, nëse dorëhiqet Thaçi","Ish-presidenti i Kosovës, Fatmir Sejdiu, ka shprehur gatishmëri duke thënë se është i gatshëm t’i shërbejë Kosovës përsëri si president i vendit.“Jam i gatshëm t’i shërbejë Kosovës si president i vendit”, është shprehur Sejdiu.Tutje, Sejdiu tha se nuk ka besuar se do ketë një koalicion të qëndrueshë",152,,,0.062044,0.070444,0,False,True,True,"Mund të jetë ngatërruar sepse ka nivel relativisht të lartë kapitalizimi. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
true_586,586,0,real,1,fake,0.462711,0.537289,0.537289,false_positive,Menjëherë fshijeni nësë ju vjen ky mesazh në telefon,"Në internet vazhdimisht qarkullojnë informacione ose gjysminformata të pavërtetuara.Problemi lind kur ato mund të rre.zikojnë shëndetin e ndokujt.Prandaj mbani kujdes, raportojnë agjencitë e huaja.Nëse merrni mesazh me këso përmbajtje ose të ngjashme, injoroni dhe fshijeni nga telefoni:“Ju lutemi, p",206,,,0.084936,0.018411,0,False,True,True,"Mund të jetë ngatërruar sepse fjalori i tekstit real mund t'i ngjajë artikujve fake. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
true_592,592,0,real,1,fake,0.432931,0.567069,0.567069,false_positive,"Kejvina bombastike, merr gjithë vëmendjen me paraqitjen e fundit!","Modelja e njohur shqiptare Kejvina Kthella, jo rastësisht cilësohet si një nga femrat më ‘hot’ shqiptare.Ajo u bë e njohur teksa ishte pjesë e emisionit ‘Xing’, derisa mori gjithë vëmendjen me bukurinë e saj.Pastaj ajo ka vazhduar me modelimin, duke u bërë një nga modelet më ‘hot’ dhe më të kërkuara",90,,,0.049541,0.020408,1,False,False,True,"Mund të jetë ngatërruar sepse përdor pikëçuditëse; është relativisht i shkurtër. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
true_747,747,0,real,1,fake,0.435279,0.564721,0.564721,false_positive,Endrit Thaçi reagon pasi Gjykata Speciale ngriti aktakuzë ndaj babait të tij,"Gjykata Speciale dy ditë më parë dha njoftimin se ka ngritur akta.kuzë ndaj presidentit Thaçi dhe kryetarit të PDK-së, Kadri Veselit.Reagimet ishin të shumta që nga liderët politikë e deri tek qytetarët.E tani përmes një postimi ka reaguar edhe Endrit Thaçi, djali i presidentit.Në llogarinë e tij në",92,,,0.059041,0.054054,0,False,False,True,"Mund të jetë ngatërruar sepse ka nivel relativisht të lartë kapitalizimi; është relativisht i shkurtër. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
true_765,765,0,real,1,fake,0.473729,0.526271,0.526271,false_positive,"Sasa e “O sa mirë” plotë jetë, vitet thjeshtë numra janë për të","Adriana Matoshi, është njëra ndër aktoret më të pëlqyera shqiptare.Si rrallë herë, ajo është shfaqur e grimosur dhe me shumë stil.Kujtojmë faktin se ajo njihet për rolin e saj në serialin “O sa mirë”, ku edhe fitoi simpatinë e shumë njerëzve./Indeksonline/",57,,,0.08125,0.031496,0,False,True,True,"Mund të jetë ngatërruar sepse është relativisht i shkurtër. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
true_786,786,0,real,1,fake,0.326817,0.673183,0.673183,false_positive,Ekskluzive: Alfred Cako zbulon vaksinën e Covid19 që shkakton vdekje dhe ndalon lindjet,Alfred Cako konspiracionisti shqiptar ishte mysafirë në emisionin ndër më të shikuarit në Kosovë “Kojshia Show”.Në minute e 8.20 të emisionit ai zbulon vaksinën që do marrim.Ndiqeni emisionin me poshtë nga minuta 8.20,46,,,0.045902,0.044898,0,False,False,False,"Mund të jetë ngatërruar sepse është relativisht i shkurtër. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
true_808,808,0,real,1,fake,0.474963,0.525037,0.525037,false_positive,"Avdyli i del në krahë Osmanit: Kur do flasim ne të vertetën, atëherë keni me mbetë pa fjalë","Deputeti i LDK-së, Haxhi Avdyli, ka reaguar ndaj akuzave të disa individëve në adresë të familjes së kryeparlamentares, Vjosa Osmani.Ai thotë se kur këtyre shqipfolëseve shpifës iu dalin rrenat, mashtrimet, dhe iu zbulohen qëllimet e mbrapshta që pushtetin e kanë vetëm si trampolinë për pasurim pers",244,,,0.062147,0.024518,0,False,True,True,"Mund të jetë ngatërruar sepse fjalori i tekstit real mund t'i ngjajë artikujve fake. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
true_835,835,0,real,1,fake,0.417782,0.582218,0.582218,false_positive,"Veton Surroi mbetet pa tekst, ky është reagimi i tij për aktgjykimin","Publicisti dhe shkrimtari, Veton Surroi, nuk ka pasur ndonjë koment apo analizë për atë se çfarë ka konstatuar Gjykata Kushtetuese në aktgjykimin e djeshëm rreth ankesës së Vetëvendosjes për Dekretin e presidentit Hashim Thaçi për nominimin e Avdullah Hotit për kryeministër.Surroi ka zgjedhur një th",115,,,0.058172,0.048333,0,False,False,True,"Mund të jetë ngatërruar sepse është relativisht i shkurtër. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
true_1117,1117,0,real,1,fake,0.456587,0.543413,0.543413,false_positive,Anulohet udhëtimi i Thaçit për në Washington,"Presidenti i vendit, Hashim Thaçi, ka anuluar udhëtimin e tij për në Washington.Këtë e ka bërë të ditur i dërguari special i presidentit Trump për dialogun mes Kosovës e Serbisë, Richard Grenell, në llogarinë e tij në “Twitter”.Arsyeja e anulimit është pas njoftimit se ndaj presidentit Thaçi është n",113,,,0.063609,0.048913,0,False,True,True,"Mund të jetë ngatërruar sepse është relativisht i shkurtër. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
true_1450,1450,0,real,1,fake,0.462254,0.537746,0.537746,false_positive,Stërvitja e parë e Valon Berishës te Reims,"Valon Berisha i është bashkuar Reimsit në stërvitje.Mesfushori i Kombëtares së Kosovës këtë verë u largua nga Lazio, për t’iu bashkuar Reimsit në Ligue 1.Pas disa ditësh pushim, Berisha sot (e martë) iu është bashkuar shokëve të skuadrës në stërvitje, shkruan lajmi.net.Te Reims, Berisha do të ketë p",88,,,0.077519,0.059809,0,False,True,True,"Mund të jetë ngatërruar sepse ka nivel relativisht të lartë kapitalizimi; është relativisht i shkurtër. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
true_1935,1935,0,real,1,fake,0.43482,0.56518,0.56518,false_positive,Haradinaj: Nëse konfirmohen akuzat ndaj Thaçit e Veselit Kosova rrezikon të dëmtohet rëndë,"Ish-kryeministri i Kosovës, Ramush Haradinaj ka komentuar situatën e krijuar në Kosovë pasi presidenti Hashim Thaçi po intervistohet në Hagë pas aktakuzës për krime lufte.“Është një situatë e vështirë për Kosovën pasi akuzat ndaj UÇK-së e kanë burimin e parë në Beograd dhe Serbi. Nëse ndodh konfirmi",155,,,0.075132,0.053455,0,False,False,True,"Mund të jetë ngatërruar sepse ka nivel relativisht të lartë kapitalizimi. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_101,101,1,fake,0,real,0.573159,0.426841,0.573159,false_negative,"Nuk Është Parë As Dëgjuar Ndonjëherë, Nëna Lind Fëmijën Dhe Pas 2 Ditësh Merr Lajmin Që Nuk E Priste Kurrë","Qendra për akses dentar ka perjetuar eksperiencen unike me Isla-Rose, e cila ishte “pacientja më e re” që kishin parë ndonjëherë.Kjo vajzë vetëm 12 ditëshe, ka hequr dhëmbin me të cilin ka lindur.Mamaja e Isla-Rose Heasman, Jasmin, nga Plymouth, Devon SHBA, tha se ajo kurrë nuk priste që vajza të sh",163,,,0.066441,0.058571,0,False,False,True,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_234,234,1,fake,0,real,0.581785,0.418215,0.581785,false_negative,"Anulohen dasmat e muajit gusht, ja çfarë do ndodhë me dasmat !?","Pandmedia e fundit COVID-19 ka shkaktuar dëm të madh jo vetëm në aspektin financiar dhe shëndetsorë por në vendin tonë ka anuluar edhe dasmatsezonale të muajit Prill, muaj ky që ofron pushime 2 javore për mërgimtarët në Gjermani, Zvicër, Austri, Itali dhe në gjithë diasporën.Restoranet do të kenë hu",156,,,0.08161,0.025572,1,False,False,True,"Mund të jetë ngatërruar sepse është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_323,323,1,fake,0,real,0.664059,0.335941,0.664059,false_negative,"Kjo Vajzë Cdo Ditë E Puthte Këtë Të Pastrehë, Por Cfarë Bëri Plaku Për Të, Do Mbeteni Pa Fjalë","Shumë njerëz kanë një tendencë të pashpjegueshme për t’i gjykuar njerëzit shumë shpejtë, pa asnjë justifikim dhe kjo e bën botën të jetë e vrazhdë. Vetëm të mendoni si reagojmë shumë nga ne kur shohim ndonjë të pastrehë në rrugë, i pa larë, i pa rruar?Shumica e njerëzve mundohen t’i shmangen kontakt",370,,,0.079027,0.027954,0,False,False,False,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_343,343,1,fake,0,real,0.501743,0.498257,0.501743,false_negative,"Naim Abazi: Punë ka sa të duash, po rinia po kanë qef me nejt në kafe, me prit prej babës hala!","Këngëtari i njohur i Kosovës, Naim Abazi mendon se në Kosovë ka punë sa të duash, mirëpo janë rinia që nuk e dëshirojnë punën, e preferojnë kafën më shumë se sa punën, sipas Naim Abazit. Gjithashtu Naim Abazi tha se të rinjëve më shumë i pëlqen të qëndrojnë në kafe, se sa të punojnë ndonjë punë, për",96,sipas,,0.10559,0.037135,1,False,True,True,"Mund të jetë ngatërruar sepse përdor tregues burimi (sipas). TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_351,351,1,fake,0,real,0.596616,0.403384,0.596616,false_negative,"Lejeni menjane ujin me limon ne mengjes, vazhdoni te konsumoni kete perberje qe po cmend te gjithe","Shafran i Indisë vjen nga rrënja e bimës kurkuma dhe përdoret gjerësisht në kuzhinën orientale. Por erëza aromatike që është e njohur edhe për vetitë e saj të forta anti-inflamatore dhe antioksiduese, përdoret dhe për pro.bleme të ndryshme shëndetësore. Sekreti i vetive shëruese të shafranit qëndron",488,,,0.064637,0.016779,1,False,False,True,"Mund të jetë ngatërruar sepse është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_354,354,1,fake,0,real,0.667237,0.332763,0.667237,false_negative,Lëngu i qepës efikas kundër katër sëmundjeve!?,"Çaji ose lëngu i qepës përgatitet nga lëkurat dhe qepës. Shtresa e jashtme e saj është shumë e pasur me një pigment të njohur si kuercetinë.Ky pigment mban rrugët e gjakut të pastra, ul tensionin e lartë dhe trajton pagjumësinë, shkruan agroweb.orgLëkurat e qepëve janë gjithashtu të pasura me antiok",270,,,0.085591,0.028316,1,False,False,False,"Mund të jetë ngatërruar sepse është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_355,355,1,fake,0,real,0.561784,0.438216,0.561784,false_negative,Mediat serbe: Serbia njeh Kosovën dhe hyn në BE,"azhdimi i bisedimeve midis Kosovës dhe Serbisë, të cilat do të zhvillohen në Washington, nën kujdesin e presidentit amerikan Donald Trump dhe emisarit të tij për një marrveshje përfundimtare mes Prishtinës dhe Beogradit, Richard Grenell po cilësohet nga mediat si dita kur Serbia dhe Kosova do nënshk",332,,,0.051074,0.068007,0,False,False,True,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_495,495,1,fake,0,real,0.5044,0.4956,0.5044,false_negative,Lajmi i fundit: Hashim Thaçi ¨tenton¨ te ia merr jeten Gani Gecit,"Ish-deputeti i Kuvendit të Republikës së Kosovës, Gani Geci, ka thënë se jeta e tij është në rrezik. Geci përmes një videoje të postuar në Facebook ka thënë se ka marrë informata nga Brukseli dhe vendet mike të Kosovës, se jeta e tij është në rrezik,.Geci ka thënë se këtë informatë e ka marrë dje, r",197,,,0.072842,0.038462,0,False,True,True,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_508,508,1,fake,0,real,0.620024,0.379976,0.620024,false_negative,Shikoni  reagimin e Leonora Jakupit për ndërtimin e xhamisë në Prishtinë,"Vjen edhe reagimi i Leonora Jakupit për ndërtimin e xhamisë në PrishtinëNdërtimi i Xhamisë së Madhe në Prishtinë ka ngjallur reagime të shumta në publik.Madje ditën e sotme pati dhe protestë të organizuar pikërisht në vendin ku do të ndërtohet.Por, mbështetje për këtë Xhami ka dhënë këngëtarja Leono",82,,,0.085193,0.044118,0,False,False,True,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_515,515,1,fake,0,real,0.790672,0.209328,0.790672,false_negative,"Bac Qikat e Kosoves po na zbardhin ftyren, Kjo qe beri tash Rita Ora eshte e madhe!","Këngëtarja e kosovare me famë botërore, Rita Ora, është në mesin e artisteve që ka kërkuar nga kompania ‘Apple’ ta vendos Kosovën në hartën e saj si shtet dhe jo si pjesë të Serbisë,percjell Postlajme.Përmes një postimi në instagram, Ora ka thënë që Kosova ka shumë njerëz të talentuar dhe me famë bo",352,,,0.07021,0.048544,2,False,False,False,"Mund të jetë ngatërruar sepse është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_530,530,1,fake,0,real,0.620934,0.379066,0.620934,false_negative,Shuma marramendëse: Robert Berisha tregon sa paguhet në koncerte,"Këngëtari i njohur Robert Berisha ka qenë së fundmi i ftuar në emisionin “Treshat”, ku ka folur rreth jetës private dhe asaj profesionale.Mes të tjerash ai ka treguar dhe shumën e parave që ka fituar gjatë koncerteve, si brenda ashtu dhe jashtë vendit.Roberti ka treguar se ai fiton vetëm nga koncert",142,,,0.066327,0.027331,0,False,False,True,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_544,544,1,fake,0,real,0.784572,0.215428,0.784572,false_negative,Kur pritet t’u mundësohet qytetarëve tërheqja e parave nga Trusti?,"Pritet të kalojë një periudhë disa javore para se në Kuvendin e Kosovës të hidhet në votim Projektligji për Rimëkëmbjen Ekonomike, i cili vetëm të mërkurën e kësaj jave ka dalë në konsultim publik.Në qoftë se ky projektligj kalon në Kuvend, do të ketë përfitime dhe lehtësira për bizneset dhe për qyt",209,ministria,,0.077229,0.037109,0,False,False,False,"Mund të jetë ngatërruar sepse përdor tregues burimi (ministria); ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_555,555,1,fake,0,real,0.834759,0.165241,0.834759,false_negative,Kosova zë vendin e parë në Evropë si vendi me numrin më të madh të infektuarve,Në dy javët e fundit në Kosovë ka pasur një rritje të madhe të numrit të të infektuarve me COVID-19. Një gjë e tillë reflektohet edhe në tabelën e ESI (The European Stability Initiative) të cilën e kanë krijuar me të dhënat e marra nga European Center for Dissease Prevention and Control.Bazuar në të,158,sipas,,0.071269,0.068116,0,False,False,False,"Mund të jetë ngatërruar sepse përdor tregues burimi (sipas); ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_571,571,1,fake,0,real,0.545352,0.454648,0.545352,false_negative,E papritur:Qeveria fut në karantinë edhe katër komuna,"Mitrovicë e Jugut, Gjilan, Fushë-Kosovë dhe Shtërpcë qytetarëve u ndalohet qarkullimi nga ora 21:00 deri në ora 05:00 të mëngjesit, raporton Indeksonline.“Është miratuar edhe vendimi për ndërmarrjen e masave për qarkullimin e personave fizik jashtë shtëpive/banesave të tyre në komunat në: Mitrovicë ",98,,,0.063893,0.045541,0,False,True,True,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_580,580,1,fake,0,real,0.583542,0.416458,0.583542,false_negative,Ja kur pritet te vijë Vala e dytë e Covid-19.,"Rritja e numrit të të infektuarve ka shtuar frikën e rikthimit të një vale të dytë të Covid-19.Sipas ekspertëve britanikë të shëndetësisë, vala e dytë e koronavirusit do të mbërrijë kur temperaturat të bien në 4 gradë celsius në dimër.Ato shtojnë se një gjë e tillë mund të çojë në një mbyllje të dyt",146,sipas,,0.095941,0.023256,0,False,False,True,"Mund të jetë ngatërruar sepse përdor tregues burimi (sipas); ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_586,586,1,fake,0,real,0.703935,0.296065,0.703935,false_negative,Përhapja e virusit nuk ndalohet me gjendjen e jashtëzakonshme.,"Eksperti i çështjeve ushtarake dhe të sigurisë, Ramadan Qehaja ka thënë se vendimi për shpalljen e gjendjes së jashtëzakonshme në momentin aktual të rrezikut nga Covid-19, është i panevojshëm dhe nuk përbën formën me të cilën do të ndalohej shpërndarja e virusit.Qehaja ka shkruar në Facebook se gjen",165,,,0.057116,0.011249,0,False,False,False,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_603,603,1,fake,0,real,0.89112,0.10888,0.89112,false_negative,Neurologët: Njerëzit me simptoma të butë të koronavirusit po pësojnë çrregullime serioze të trurit,"Mjekët mund të mos vërejnë shenjat e çrregullimeve serioze dhe fatale të trurit, që shkaktohen nga koronavirusi, pasi ato shfaqen te pacientët që kanë pak simptoma ose që shërohen, paralajmëruan shkencëtarët.Neurologët janë duke publikuar detaje të më shumë se 40 pacientëve në Mbretërinë e Bashkuar ",501,,,0.082119,0.018837,0,False,False,False,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_614,614,1,fake,0,real,0.561594,0.438406,0.561594,false_negative,LAJMI I FUNDIT -Ne kete jave po kthehemi ne Karantine?,"Ka shkuar në 1 mijë e 833 numri i rasteve të konfirmuara si të prekur me koronavirus.Vetëm sonte nga IKSHPK janë konfirmuar 77 raste të reja, nga gjithsej 437 mostra të marra nga Klinika Infektive, transmeton Indeksonline.Edhe sonte si mbrëmë numri më i madh i rasteve është nga rajoni i Prishtinës.R",465,sipas,,0.029777,0.06255,0,False,False,True,"Mund të jetë ngatërruar sepse përdor tregues burimi (sipas); ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_621,621,1,fake,0,real,0.762908,0.237092,0.762908,false_negative,"Pasi u martuan, gruaja mëson pse burri nuk “e prek”. Kur ai bënte dush ajo e pa hapur…","Çdo ditë na rastis të lexojmë apo të dëgjojmë nga një histori të ndryshme dhe në fund mbetemi të çuditur për ato që dëgjojmë dhe lexojmë.Secili prej nesh e ka parasysh se në vende të ndryshme në botë ka kultura të ndryshme dhe asnjë vend nuk ngjason me tjetrin, sidomos kur bëhet fjalë për martesë.Ne",280,,,0.070946,0.01448,0,False,False,False,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
