"external_id","title","content","label","source","url","published_date","label_evidence","evidence_url","topic","content_origin","review_status"
"EXT-R-015","Shkolla 22 Tetori në Berat rikonstruktohet për rreth 500 nxënës","Punimet në shkollën 22 Tetori në Berat përfshijnë klasa, laboratorë, mjedise smartlab, palestër dhe hapësira për artin e zejet. Objekti pritet të shërbejë për rreth 500 nxënës dhe të përdoret edhe si qendër komunitare.","real","Këshilli i Ministrave i Shqipërisë","https://www.kryeministria.al/newsroom/berat-investime-te-reja-per-shkolla-moderne-dhe-standarde-europiane/","2026-04-10","Njoftim zyrtar nga inspektimi i punimeve dhe përshkrimi i kapaciteteve të shkollës.","https://www.kryeministria.al/newsroom/berat-investime-te-reja-per-shkolla-moderne-dhe-standarde-europiane/","sociale","manual_summary_sq","approved"
"EXT-R-016","Dyfishohet mbështetja për fëmijët dhe të rinjtë me aftësi të kufizuara","Qeveria njoftoi dyfishimin e mbështetjes ekonomike për fëmijët dhe të rinjtë me aftësi të kufizuara. Plani i veprimit 2026-2030 përfshin gjithashtu sigurime për kujdestarët, më shumë shërbime në komunitet dhe masa për arsim, punësim e rehabilitim.","real","Këshilli i Ministrave i Shqipërisë","https://kryeministria.al/newsroom/dyfishim-i-mbeshtetjes-ekonomike-te-femijeve-e-te-rinjve-me-aftesi-te-kufizuar-si-dhe-garanci-te-reja-shendetesore-e-shoqerore-per-kujdestaret-e-tyre/","2026-07-20","Njoftim zyrtar për masën financiare dhe planin kombëtar të miratuar.","https://kryeministria.al/newsroom/dyfishim-i-mbeshtetjes-ekonomike-te-femijeve-e-te-rinjve-me-aftesi-te-kufizuar-si-dhe-garanci-te-reja-shendetesore-e-shoqerore-per-kujdestaret-e-tyre/","sociale","manual_summary_sq","approved"
"EXT-R-017","Nis faza e parë e projektit Smart City në njëzet shkolla të Tiranës","Faza e parë e projektit Smart City përfshin njëzet shkolla në Tiranë. Sistemi i planifikuar përdor kamera, monitorim të integruar dhe inteligjencë artificiale për të identifikuar situata me rrezik dhe për të njoftuar qendrat operative.","real","Këshilli i Ministrave i Shqipërisë","https://www.kryeministria.al/newsroom/nis-projekti-smart-city-inteligjenca-artificiale-dhe-sistemi-i-monitorimit-rrisin-sigurine-ne-shkolla-dhe-hapesirat-publike/","2026-07-16","Njoftim zyrtar për nisjen, shtrirjen fillestare dhe funksionet e deklaruara të projektit.","https://www.kryeministria.al/newsroom/nis-projekti-smart-city-inteligjenca-artificiale-dhe-sistemi-i-monitorimit-rrisin-sigurine-ne-shkolla-dhe-hapesirat-publike/","teknologji","manual_summary_sq","approved"
"EXT-R-018","Samiti Shqipëri-Izrael mbledh kompani të teknologjisë dhe sigurisë kibernetike","Në Tiranë u zhvillua Samiti Shqipëri-Izrael me pjesëmarrjen e dyzet kompanive izraelite. Takimi u fokusua te siguria kibernetike, teknologjia moderne, inovacioni dhe mundësitë për partneritete mes institucioneve e bizneseve të dy vendeve.","real","Këshilli i Ministrave i Shqipërisë","https://www.kryeministria.al/newsroom/samiti-shqiperi-izrael-per-forcimin-e-bashkepunimit-ne-inovacion-teknologji-dhe-siguri-kibernetike/","2026-05-12","Njoftim zyrtar për samitin, pjesëmarrjen dhe temat e trajtuara.","https://www.kryeministria.al/newsroom/samiti-shqiperi-izrael-per-forcimin-e-bashkepunimit-ne-inovacion-teknologji-dhe-siguri-kibernetike/","teknologji","manual_summary_sq","approved"
"EXT-R-019","Prezantohet shoqëria publike Albanian Digital Solutions","Albanian Digital Solutions u prezantua si një shoqëri publike për zhvillimin, mirëmbajtjen dhe modernizimin e sistemeve digjitale shtetërore. Njoftimi e lidh krijimin e saj me zgjerimin e kapaciteteve teknike dhe zhvillimin e shërbimeve elektronike publike.","real","Këshilli i Ministrave i Shqipërisë","https://www.kryeministria.al/newsroom/prezantimi-i-albanian-digital-solutions-hapi-i-ri-ne-transformimin-digjital-te-sherbimeve-publike/","2026-05-29","Njoftim zyrtar për prezantimin dhe objektin e veprimtarisë së shoqërisë së re.","https://www.kryeministria.al/newsroom/prezantimi-i-albanian-digital-solutions-hapi-i-ri-ne-transformimin-digjital-te-sherbimeve-publike/","teknologji","manual_summary_sq","approved"
"EXT-R-020","Administrata publike përdor mjete të inteligjencës artificiale në procesin e integrimit","Në një takim për digjitalizimin e administratës u paraqit përdorimi i mjeteve të inteligjencës artificiale për përpunimin e legjislacionit të Bashkimit Europian. U raportua gjithashtu se shumica e shërbimeve publike ofrohen online përmes platformës e-Albania.","real","Këshilli i Ministrave i Shqipërisë","https://www.kryeministria.al/newsroom/shqiperia-me-hapa-te-shpejte-drejt-modernizimit-te-administrates-publike-permes-inteligjences-artificiale-ai/","2025-04-17","Njoftim zyrtar për takimin dhe përdorimet e paraqitura; etiketa nuk vlerëson pretendimet promocionale mbi suksesin e tyre.","https://www.kryeministria.al/newsroom/shqiperia-me-hapa-te-shpejte-drejt-modernizimit-te-administrates-publike-permes-inteligjences-artificiale-ai/","teknologji","manual_summary_sq","approved"
"EXT-F-001","Ramush Haradinaj dhe bashkëshortja bashkëpunojnë me Vuçiqin për Expo 27","Një video e shpërndarë në rrjete sociale paraqet Ramush dhe Anita Haradinajn së bashku me presidentin serb Aleksandar Vuçiq. Materiali thotë se një kompani e lidhur me çiftin po ndërton infrastrukturën e panairit Expo 27 në Beograd.","fake","Krypometër / postim në Facebook","https://kallxo.com/krypometer/nderlidhja-e-rreme-e-ramush-haradinajt-me-expo-27-ne-beograd/","2026-07-31","Krypometër e vlerësoi Rrenë: videoja ishte prodhuar me inteligjencë artificiale dhe pretendimi u mohua nga Besnik Tahiri dhe Anita Haradinaj.","https://kallxo.com/krypometer/nderlidhja-e-rreme-e-ramush-haradinajt-me-expo-27-ne-beograd/","politikë","manual_summary_sq","approved"
"EXT-F-002","Albin Kurti paraqitet me një librezë anëtarësie të UDB-së","Në rrjete sociale qarkullon fotografia e një libreze të vjetër identifikimi ku është vendosur portreti i Albin Kurtit. Postimet e paraqesin dokumentin si provë se kryeministri në detyrë ka qenë anëtar i shërbimit jugosllav të sigurisë.","fake","Krypometër / postim në rrjete sociale","https://kallxo.com/krypometer/manipulimi-i-fotografise-rrejshem-paraqitet-imazhi-i-kurtit-ne-librezen-e-udb/","2026-07-31","Krypometër e vlerësoi Rrenë: e njëjta librezë me numër identik ishte manipuluar më parë me fotografi të personave të ndryshëm.","https://kallxo.com/krypometer/manipulimi-i-fotografise-rrejshem-paraqitet-imazhi-i-kurtit-ne-librezen-e-udb/","politikë","manual_summary_sq","approved"
"EXT-F-003","Vjosa Osmani i puth dorën Albin Kurtit gjatë bisedimeve politike","Një video në Facebook paraqet Vjosa Osmanin duke iu afruar Albin Kurtit dhe duke i puthur dorën. Postimi e lidh skenën me konsultimet politike pas zgjedhjeve dhe e shoqëron me një fotografi ku veshja e saj mban portrete politikanësh.","fake","Krypometër / postim në Facebook","https://kallxo.com/krypometer/videoja-e-fabrikuar-permes-inteligjences-artificilae-qe-rrejshem-paraqet-vjosa-osmanin-kinse-duke-iu-nenshtruar-albin-kurtit/","2026-07-30","Krypometër e vlerësoi Rrenë: analiza me HIVE tregoi video të gjeneruar me AI dhe krahasimi me fotografinë origjinale tregoi veshje të manipuluar.","https://kallxo.com/krypometer/videoja-e-fabrikuar-permes-inteligjences-artificilae-qe-rrejshem-paraqet-vjosa-osmanin-kinse-duke-iu-nenshtruar-albin-kurtit/","politikë","manual_summary_sq","approved"
"EXT-F-004","Erdogan kërcënon Greqinë pas protestave në Shqipëri","Një postim i shpërndarë gjatë protestave në Shqipëri i atribuon presidentit turk Recep Tayyip Erdogan një reagim për situatën. Sipas tekstit, ai ka paralajmëruar Greqinë se Turqia do ta mbrojë territorin shqiptar në të njëjtën mënyrë si në vitin 1997.","fake","Krypometër / postim në Facebook","https://kallxo.com/krypometer/deklarata-e-rreme-qe-i-atribuohet-erdoganit-per-protestat-ne-shqiperi/","2026-06-30","Krypometër e vlerësoi Rrenë pasi nuk gjeti asnjë deklaratë të tillë në kanalet zyrtare të Presidencës së Turqisë ose në burime të besueshme.","https://kallxo.com/krypometer/deklarata-e-rreme-qe-i-atribuohet-erdoganit-per-protestat-ne-shqiperi/","politikë","manual_summary_sq","approved"
"EXT-F-005","Një recetë e mjekut largon parazitët nga organizmi","Një faqe shëndeti publikon video ku një kasap dhe një mjek i njohur flasin për shenja të parazitëve në trup. Materiali u premton shikuesve se një recetë e thjeshtë mund t'i largojë parazitët dhe të zgjidhë shqetësimet e përditshme.","fake","Krypometër / postim në Facebook","https://kallxo.com/krypometer/video-te-fabrikuara-duke-keqperdore-imazhe-te-mjekeve-qe-kane-vdekur/","2026-07-31","Krypometër e vlerësoi Rrenë: videot ishin të fabrikuara me AI dhe njëra keqpërdorte imazhin e mjekut Isuf Kalo, i cili kishte vdekur në vitin 2023.","https://kallxo.com/krypometer/video-te-fabrikuara-duke-keqperdore-imazhe-te-mjekeve-qe-kane-vdekur/","shëndetësi","manual_summary_sq","approved"
"EXT-F-006","Urologu Ajet Xhafa zbulon një ilaç të ri kundër prostatitit","Një video me pamje televizive thotë se urologu Ajet Xhafa ka zbuluar një ilaç të ri për prostatitin. Prezantimi sugjeron se metoda është përdorur nga mijëra burra dhe sjell përmirësim të shpejtë të simptomave pa trajtime të tjera.","fake","Krypometër / postim në Facebook","https://kallxo.com/krypometer/keqperdorimi-i-imazhit-te-urologut-ajet-xhafa-dhe-te-rtv-21-per-te-mashtruar-qytetaret-me-probleme-me-prostatitin/","2026-07-31","Krypometër e vlerësoi Rrenë: pamjet dhe zëri ishin manipuluar me AI; Ajet Xhafa mohoi videon dhe pretendimet mjekësore.","https://kallxo.com/krypometer/keqperdorimi-i-imazhit-te-urologut-ajet-xhafa-dhe-te-rtv-21-per-te-mashtruar-qytetaret-me-probleme-me-prostatitin/","shëndetësi","manual_summary_sq","approved"
"EXT-F-007","Një lugë para gjumit largon të gjithë parazitët brenda natës","Një artikull që përdor pamjen e një gazete shqiptare promovon produktin Paranex si trajtim natyral kundër parazitëve. Teksti premton se një lugë para gjumit e pastron organizmin brenda natës dhe e paraqet rekomandimin si këshillë mjekësore.","fake","Krypometër / postim në Facebook","https://kallxo.com/krypometer/keqperdorimi-i-imazhit-te-gazeta-tema-per-te-mashtruar-qytetaret-me-probleme-me-parazite/","2026-07-31","Krypometër e vlerësoi Rrenë: faqja klononte imazhin e Gazetës Tema, keqpërdorte fotografinë e një kirurgu dhe produkti nuk kishte autorizim marketingu në Kosovë.","https://kallxo.com/krypometer/keqperdorimi-i-imazhit-te-gazeta-tema-per-te-mashtruar-qytetaret-me-probleme-me-parazite/","shëndetësi","manual_summary_sq","approved"
"EXT-F-008","Një metodë e re rikthen dëgjimin dhe largon zhurmën në vesh","Një artikull në rrjete sociale paraqet një mjek dhe një televizion si burim të një metode për rikthimin e dëgjimit. Materiali paralajmëron se zhurma në vesh mund të çojë në probleme të rënda dhe promovon një suplement si zgjidhje.","fake","Krypometër / postim në Facebook","https://kallxo.com/krypometer/mjeke-fiktiv-e-klonim-te-mediave-per-te-shperndare-artikuj-te-rreme-per-rikthimin-e-degjimit/","2026-07-29","Krypometër e vlerësoi Rrenë: mjeku dhe televizioni ishin fiktivë, pamjet ishin gjeneruar me AI dhe një specialist i ORL-së hodhi poshtë pretendimin për suplementin.","https://kallxo.com/krypometer/mjeke-fiktiv-e-klonim-te-mediave-per-te-shperndare-artikuj-te-rreme-per-rikthimin-e-degjimit/","shëndetësi","manual_summary_sq","approved"
"EXT-F-009","Kurti njofton investim 500 milionë euro në energji të rinovueshme","Një postim i paraqitur si lajm nga Bloomberg dhe një media vendore i atribuon Albin Kurtit një deklaratë për investim 500 milionë euro. Sipas citatit, projekti i energjisë së rinovueshme do ta bëjë Kosovën të pavarur energjetikisht dhe do të krijojë vende pune.","fake","Krypometër / postim në Facebook","https://kallxo.com/krypometer/citati-i-rreme-qe-i-meveshet-kurtit-per-energjine/","2026-02-27","Krypometër e vlerësoi Rrenë: citati nuk gjendej te Bloomberg ose media e përmendur dhe zëdhënësi i Qeverisë konfirmoi se ishte i rremë.","https://kallxo.com/krypometer/citati-i-rreme-qe-i-meveshet-kurtit-per-energjine/","ekonomi","manual_summary_sq","approved"
"EXT-F-010","Arben Gashi është ndër pesë personat më të pasur në Gjermani","Një video në gjuhën gjermane e paraqet deputetin Arben Gashi si sipërmarrës të pasurive të paluajtshme. Materiali thotë se investimet në prona banesore dhe komerciale i kanë krijuar një pasuri rreth 300 milionë euro dhe e rendisin ndër më të pasurit.","fake","Krypometër / postim në Facebook","https://kallxo.com/krypometer/pretendimi-i-rreme-se-deputeti-arben-gashi-eshte-nje-nga-pese-personat-me-te-pasur-ne-gjermani/","2025-10-29","Krypometër e vlerësoi Rrenë pas kontrollit të deklarimeve të pasurisë dhe mohimit të vetë deputetit; shifrat nuk mbështeteshin nga dokumentet.","https://kallxo.com/krypometer/pretendimi-i-rreme-se-deputeti-arben-gashi-eshte-nje-nga-pese-personat-me-te-pasur-ne-gjermani/","ekonomi","manual_summary_sq","approved"
"EXT-F-011","Kredi me interes një për qind miratohet brenda 48 orëve","Një faqe në Facebook ofron kredi deri në dhjetë mijë euro për udhëtime, blerje automjeti, pronë ose biznes. Aplikantëve u premtohet miratim brenda 48 orëve me interes një për qind, pasi të paguajnë paraprakisht një tarifë prej 187 eurosh.","fake","Krypometër / ofertë në Facebook","https://kallxo.com/krypometer/tentimi-per-ti-zhvatur-187-euro-qytetareve-permes-nje-oferte-te-rreme-per-kredi/","2025-07-16","Krypometër e vlerësoi Rrenë: Banka Qendrore e Kosovës konfirmoi se faqja nuk ishte e licencuar dhe oferta kërkonte paradhënie nga qytetarët.","https://kallxo.com/krypometer/tentimi-per-ti-zhvatur-187-euro-qytetareve-permes-nje-oferte-te-rreme-per-kredi/","ekonomi","manual_summary_sq","approved"
"EXT-F-012","Mega Mall dhuron qindra soba dhe enë gatimi për ndjekësit","Një faqe me emrin Mega Mall njofton se do të dhurojë qindra soba dhe enë gatimi me gërvishtje të vogla. Përdoruesve u kërkohet të komentojnë për të hyrë në short dhe më pas të japin të dhëna personale e bankare.","fake","Krypometër / postim në Facebook","https://kallxo.com/krypometer/keqperdorimi-i-emrave-te-bizneseve-per-te-mashtruar-qytetaret-me-dhurata/","2025-09-09","Krypometër e vlerësoi Rrenë: biznesi real mohoi lojën shpërblyese dhe faqja pa të dhëna identifikuese kërkonte informacione bankare nga përdoruesit.","https://kallxo.com/krypometer/keqperdorimi-i-emrave-te-bizneseve-per-te-mashtruar-qytetaret-me-dhurata/","ekonomi","manual_summary_sq","approved"
"EXT-F-013","Albin Kurti dhe Agim Bahtiri kanë vdekur nga temperaturat e larta","Dy video të shpërndara në Facebook paraqesin Albin Kurtin dhe Agim Bahtirin si të vdekur. Titujt sugjerojnë se temperaturat e larta u kanë shkaktuar vdekjen dhe pamjet përdorin portretet e tyre për ta paraqitur njoftimin si lajm të sapondodhur.","fake","Krypometër / postim në Facebook","https://kallxo.com/krypometer/videot-me-inteligjence-artificiale-qe-prezantojne-kurtin-dhe-bahtirin-si-te-vdekur/","2026-07-31","Krypometër e vlerësoi Rrenë: HIVE identifikoi videot si të gjeneruara me inteligjencë artificiale dhe personat ishin gjallë.","https://kallxo.com/krypometer/videot-me-inteligjence-artificiale-qe-prezantojne-kurtin-dhe-bahtirin-si-te-vdekur/","sociale","manual_summary_sq","approved"
"EXT-F-014","Njësia Speciale ndërhyn gjatë rrënimit të objekteve pranë Ujmanit","Një postim raporton se banorë serbë penguan punëtorët gjatë rrënimit të objekteve pa leje pranë liqenit të Ujmanit. Sipas lajmit, Njësia Speciale e Policisë ndërhyri dhe i largoi banorët nga zona që po pastrohej nga institucionet.","fake","Krypometër / postim në Facebook","https://kallxo.com/krypometer/rrena-per-incident-dhe-intervenim-te-njesise-speciale-gjate-rrenimit-te-objekteve-buze-liqenit-te-ujmanit/","2026-07-31","Krypometër e vlerësoi Rrenë: zëvendësdrejtori rajonal i Policisë tha se nuk pati incident ose ndërhyrje të Njësisë Speciale dhe raportimet lokale nuk e mbështetën lajmin.","https://kallxo.com/krypometer/rrena-per-incident-dhe-intervenim-te-njesise-speciale-gjate-rrenimit-te-objekteve-buze-liqenit-te-ujmanit/","sociale","manual_summary_sq","approved"
